A002 - 20170120_120236.jpg,323.4977,277.1838,573.8021,353.6241,1044.4344,588.9403,1123.8724,654.8888,626.2611,467.5351,1146.3548,684.8653,815.1136,645.8958,687.7131,690.8607,308.5094,446.5515,648.7436,500.5094,410.4297,415.0761
A002 - 20170121_152920.jpg,332.4906,269.6897,551.3197,377.6054,923.0293,645.8958,979.9848,717.8396,560.3126,479.5258,996.4719,749.315,708.6967,669.877,588.7904,693.8583,283.0293,430.0644,573.8021,519.9941,380.4532,415.0761
A002 - 20170121_153700.jpg,281.5304,299.6663,552.8185,403.0855,1080.4063,720.8372,1153.8489,812.2658,606.7763,521.493,1165.8396,839.2447,813.6148,758.308,669.7272,795.7787,250.055,485.5211,624.7623,563.4602,359.4696,449.5492
A002 - 20170121_154502.jpg,256.0504,257.6991,537.8302,358.1206,1056.4251,656.3876,1126.87,738.8232,588.7904,473.5304,1140.3595,765.8021,800.1253,704.3501,654.7389,744.8185,224.5749,434.5609,606.7763,518.4953,336.9871,410.5796
A002 - 20170121_155135.jpg,265.0433,260.6967,539.329,373.1089,1038.4391,666.8794,1105.8864,750.8138,587.2916,487.0199,1120.8747,779.2916,777.6429,704.3501,642.7482,747.8162,241.0621,451.048,600.781,527.4883,347.4789,424.0691
A002 - 20170121_155434.jpg,275.5351,319.1511,548.322,425.5679,1023.4508,695.3571,1096.8934,779.2916,584.2939,533.4836,1113.3806,806.2705,780.6405,743.3197,650.2424,782.2892,254.5515,500.5094,603.7787,569.4555,356.4719,467.5351
A002 - 20170121_160029.jpg,396.9403,230.7201,638.2518,347.6288,1035.4415,633.9052,1099.8911,722.3361,662.233,454.0457,1119.3759,756.8091,819.6101,672.8747,686.2143,695.3571,357.9707,395.5913,674.2237,499.0105,458.3923,380.603
A002 - 20170121_160242.jpg,250.055,238.2143,540.8279,346.13,1065.418,633.9052,1135.863,716.3407,588.7904,457.0433,1153.8489,738.8232,803.123,693.8583,654.7389,735.8255,223.0761,439.0574,614.2705,506.5047,344.4813,401.5867
A002 - 20170121_160353.jpg,257.5492,281.6803,545.3244,388.0972,1057.9239,696.856,1123.8724,774.7951,581.2963,500.5094,1138.8607,810.767,794.13,728.3314,650.2424,768.7998,236.5656,460.041,608.2752,546.9731,342.9824,434.5609
A002 - 20170121_160611.jpg,316.0035,278.6827,546.8232,347.6288,1045.9333,585.9426,1117.877,662.3829,612.7717,452.5468,1135.863,683.3665,816.6124,645.8958,689.2119,692.3595,296.5187,446.5515,635.2541,500.5094,399.9379,412.0785
A002 - 20170121_160843.jpg,398.4391,361.1183,653.24,425.5679,1108.8841,651.8911,1185.3244,725.3337,696.7061,536.4813,1206.308,753.8115,887.0574,713.3431,755.1604,762.8044,389.4461,525.9895,717.6897,572.4532,488.3689,496.0129
A002 - 20170121_161101.jpg,301.0152,242.7108,590.2892,377.6054,1092.397,737.3244,1152.3501,822.7576,629.2588,506.5047,1158.3454,863.226,812.1159,758.308,660.7342,789.7834,265.0433,430.0644,650.2424,557.4649,377.4555,407.582
A002 - 20170121_161317.jpg,289.0246,232.219,542.3267,335.6382,972.4906,609.9239,1044.4344,693.8583,579.7974,454.0457,1063.9192,725.3337,743.1698,656.3876,611.2728,678.87,262.0457,404.5843,594.7857,496.0129,357.9707,373.1089
A002 - 20170121_161702.jpg,260.5468,196.2471,552.8185,311.6569,1047.4321,630.9075,1116.3782,713.3431,573.8021,427.0667,1132.8653,740.322,786.6358,666.8794,642.7482,699.8536,233.5679,385.0995,596.2845,467.5351,338.4859,352.1253
A002 - 20170122_093559.jpg,281.5304,253.2026,561.8115,370.1112,1072.9122,668.3782,1132.8653,737.3244,591.7881,475.0293,1147.8536,765.8021,800.1253,699.8536,654.7389,740.322,253.0527,445.0527,615.7693,522.9918,360.9684,406.0831
A002 - 20170122_093812.jpg,239.5632,172.2658,527.3384,274.1862,1036.9403,551.4696,1101.3899,620.4157,567.8068,380.603,1122.3735,641.3993,777.6429,600.9309,635.2541,639.9005,223.0761,352.1253,590.2892,425.5679,332.4906,331.1417
A002 - 20170122_094018.jpg,286.0269,229.2213,510.8513,305.6616,944.0129,540.9778,1009.9614,614.4204,549.8208,412.0785,1029.4461,644.397,726.6827,597.9333,606.7763,630.9075,260.5468,380.603,566.308,448.0504,359.4696,361.1183
A002 - 20170122_094220.jpg,256.0504,250.2049,534.8326,353.6241,1036.9403,645.8958,1108.8841,731.329,588.7904,473.5304,1123.8724,759.8068,789.6335,695.3571,642.7482,729.8302,236.5656,436.0597,614.2705,516.9965,351.9754,407.582
A002 - 20170122_100917.jpg,281.5304,203.7412,527.3384,283.1792,963.4977,512.5,1036.9403,581.4461,567.8068,388.0972,1056.4251,606.9262,750.6639,573.952,624.7623,618.9169,269.5398,365.6148,585.7927,424.0691,363.966,335.6382
A002 - 20170122_101224.jpg,262.0457,230.7201,564.8091,313.1557,1105.8864,599.4321,1180.8279,683.3665,621.7646,434.5609,1194.3173,711.8443,845.0902,659.3852,704.2002,713.3431,254.5515,428.5656,651.7412,482.5234,363.966,386.5984
A002 - 20170122_101454.jpg,217.0808,188.7529,515.3478,328.144,1018.9543,669.877,1086.4016,764.3033,546.8232,443.5539,1096.8934,792.781,740.1721,689.3618,593.2869,728.3314,173.6148,385.0995,564.8091,485.5211,295.0199,364.1159
A002 - 20170122_102038.jpg,200.5937,209.7365,510.8513,317.6522,1062.4204,638.4016,1128.3689,725.3337,567.8068,436.0597,1147.8536,755.3103,783.6382,689.3618,624.7623,732.8279,172.1159,406.0831,590.2892,485.5211,296.5187,370.1112
A002 - 20170122_102317.jpg,284.5281,259.1979,575.3009,359.6194,1072.9122,647.3946,1149.3525,735.8255,614.2705,476.5281,1165.8396,765.8021,819.6101,699.8536,675.7225,737.3244,265.0433,439.0574,635.2541,521.493,375.9567,412.0785
A002 - 20170122_102624.jpg,272.5375,247.2073,560.3126,340.1347,1083.404,614.4204,1159.8443,689.3618,611.2728,457.0433,1173.3337,716.3407,827.1042,672.8747,686.2143,714.8419,257.5492,428.5656,642.7482,502.0082,362.4672,391.0948
A002 - 20170122_102848.jpg,269.5398,163.2728,563.3103,292.1721,1081.9052,626.411,1138.8607,702.8513,611.2728,421.0714,1153.8489,731.329,809.1183,662.3829,656.2377,701.3525,232.0691,364.1159,627.76,461.5398,354.9731,338.6358
A002 - 20170122_103257.jpg,232.0691,197.7459,516.8466,319.1511,1018.9543,632.4063,1084.9028,717.8396,546.8232,433.0621,1104.3876,750.8138,749.1651,671.3759,602.2799,710.3454,202.0925,386.5984,570.8044,479.5258,308.5094,361.1183
A002 - 20170122_105412.jpg,250.055,235.2166,546.8232,349.1276,1110.3829,680.3689,1177.8302,756.8091,611.2728,473.5304,1189.8208,782.2892,827.1042,723.8349,668.2283,770.2986,218.5796,442.055,632.2564,527.4883,335.4883,407.582
A002 - 20170122_110044.jpg,244.0597,211.2354,534.8326,299.6663,1057.9239,566.4578,1129.8677,645.8958,582.7951,415.0761,1150.8513,671.3759,800.1253,626.411,656.2377,668.3782,232.0691,397.0902,605.2775,452.5468,333.9895,356.6218
A002 - 20170122_111555.jpg,298.0176,208.2377,579.7974,329.6429,1078.9075,671.3759,1141.8583,753.8115,626.2611,451.048,1156.8466,780.7904,813.6148,693.8583,663.7319,728.3314,263.5445,398.589,647.2447,500.5094,369.9614,367.1136
A002 - 20170122_111757.jpg,266.5422,158.7763,554.3173,280.1815,1086.4016,617.418,1155.3478,705.8489,614.2705,407.582,1170.3361,735.8255,816.6124,662.3829,650.2424,693.8583,229.0714,362.6171,633.7553,454.0457,351.9754,329.6429
A002 - 20170122_111954.jpg,277.034,199.2447,560.3126,307.1604,1078.9075,617.418,1150.8513,705.8489,609.774,428.5656,1167.3384,740.322,816.6124,671.3759,660.7342,710.3454,248.5562,398.589,627.76,472.0316,362.4672,359.6194
A002 - 20170122_112239.jpg,271.0386,211.2354,588.7904,316.1534,1126.87,614.4204,1201.8115,702.8513,633.7553,434.5609,1219.7974,732.8279,851.0855,675.8724,698.2049,720.8372,250.055,410.5796,651.7412,481.0246,369.9614,368.6124
A002 - 20170122_112448.jpg,274.0363,167.7693,545.3244,274.1862,1039.9379,563.4602,1105.8864,641.3993,599.2822,385.0995,1116.3782,665.3806,789.6335,606.9262,651.7412,642.8981,254.5515,343.1323,612.7717,421.0714,362.4672,322.1487
A002 - 20170122_113315.jpg,254.5515,281.6803,542.3267,359.6194,1057.9239,632.4063,1126.87,710.3454,588.7904,470.5328,1146.3548,735.8255,800.1253,690.8607,665.2307,735.8255,244.0597,461.5398,614.2705,515.4977,348.9778,430.0644
A002 - 20170122_113602.jpg,209.5867,248.7061,507.8536,344.6311,1068.4157,632.4063,1140.3595,710.3454,573.8021,469.034,1168.8372,740.322,797.1276,692.3595,635.2541,741.8208,188.603,461.5398,597.7834,513.9988,310.0082,409.0808
A002 - 20170122_113824.jpg,293.5211,239.7131,603.7787,335.6382,1147.8536,630.9075,1219.7974,708.8466,656.2377,455.5445,1234.7857,735.8255,878.0644,681.8677,722.1862,729.8302,274.0363,436.0597,683.2166,506.5047,390.945,392.5937
A002 - 20170122_114033.jpg,194.5984,158.7763,491.3665,277.1838,1015.9567,612.9215,1083.404,699.8536,533.3337,397.0902,1098.3923,732.8279,737.1745,647.3946,584.2939,686.3642,161.6241,349.1276,551.3197,445.0527,286.0269,326.6452
A002 - 20170122_122950.jpg,339.9848,152.781,639.7506,274.1862,1174.8326,618.9169,1242.2799,705.8489,683.2166,403.0855,1258.767,731.329,893.0527,653.3899,734.1768,686.3642,304.0129,350.6265,704.2002,452.5468,428.4157,320.6499
A002 - 20170122_123556.jpg,235.0667,211.2354,546.8232,326.6452,1071.4133,657.8864,1140.3595,746.3173,572.3033,446.5515,1155.3478,774.7951,785.137,690.8607,635.2541,729.8302,208.0878,406.0831,593.2869,488.5187,330.9918,377.6054
A002 - 20170122_123815.jpg,244.0597,202.2424,516.8466,316.1534,1024.9496,632.4063,1096.8934,719.3384,564.8091,436.0597,1111.8817,744.8185,758.1581,666.8794,605.2775,701.3525,211.0855,385.0995,587.2916,485.5211,324.9965,361.1183
A002 - 20170122_125754.jpg,251.5539,190.2518,549.8208,307.1604,1078.9075,633.9052,1152.3501,725.3337,599.2822,436.0597,1170.3361,756.8091,810.6171,677.3712,648.7436,713.3431,226.0738,388.0972,627.76,488.5187,344.4813,364.1159
A002 - 20170122_130208.jpg,200.5937,226.2237,507.8536,331.1417,1066.9169,653.3899,1140.3595,732.8279,561.8115,460.041,1152.3501,761.3056,783.6382,699.8536,624.7623,747.8162,176.6124,422.5703,582.7951,502.0082,299.5164,395.5913
A002 - 20170122_130357.jpg,277.034,161.774,555.8162,283.1792,1068.4157,624.9122,1134.3642,722.3361,597.7834,413.5773,1152.3501,749.315,792.6311,668.3782,638.2518,695.3571,232.0691,344.6311,615.7693,458.5422,342.9824,320.6499
A002 - 20170122_132932.jpg,257.5492,161.774,548.322,257.6991,1077.4087,569.4555,1158.3454,657.8864,603.7787,386.5984,1171.8349,690.8607,821.1089,626.411,659.2354,659.3852,235.0667,362.6171,630.7576,442.055,351.9754,323.6475
A002 - 20170122_140001.jpg,211.0855,187.2541,497.3618,289.1745,1018.9543,582.945,1084.9028,656.3876,540.8279,403.0855,1102.8888,683.3665,753.6616,635.404,606.7763,678.87,185.6054,379.1042,564.8091,449.5492,295.0199,344.6311
A002 - 20170122_140225.jpg,250.055,161.774,558.8138,271.1885,1096.8934,581.4461,1168.8372,659.3852,597.7834,392.5937,1189.8208,689.3618,815.1136,635.404,665.2307,687.863,227.5726,368.6124,621.7646,445.0527,342.9824,329.6429
A002 - 20170122_140423.jpg,239.5632,167.7693,525.8396,289.1745,1021.952,626.411,1086.4016,711.8443,554.3173,407.582,1102.8888,740.322,756.6593,657.8864,602.2799,686.3642,199.0948,365.6148,572.3033,454.0457,321.9988,328.144
A002 - 20170123_180158.jpg,197.596,302.6639,462.8888,361.1183,948.5094,563.4602,1041.4368,638.4016,519.8443,472.0316,1062.4204,662.3829,728.1815,644.397,591.7881,698.3548,200.5937,478.0269,546.8232,505.0059,295.0199,439.0574
A002 - 20170123_180602.jpg,203.5913,125.8021,495.863,235.2166,1029.4461,554.4672,1102.8888,639.9005,545.3244,356.6218,1117.877,666.8794,756.6593,599.4321,605.2775,641.3993,172.1159,322.1487,561.8115,397.0902,287.5258,280.1815
A002 - 20170123_180915.jpg,196.0972,218.7295,485.3712,334.1393,1000.9684,656.3876,1068.4157,741.8208,521.3431,455.5445,1087.9005,770.2986,728.1815,692.3595,575.3009,729.8302,157.1276,407.582,540.8279,499.0105,275.5351,386.5984
A002 - 20170123_181510.jpg,208.0878,251.7037,492.8653,352.1253,1009.9614,650.3923,1075.9098,723.8349,540.8279,472.0316,1099.8911,756.8091,746.1674,699.8536,602.2799,740.322,191.6007,440.5562,563.3103,522.9918,302.5141,409.0808
A002 - 20170123_181817.jpg,259.048,209.7365,552.8185,295.1698,1101.3899,572.4532,1168.8372,650.3923,608.2752,409.0808,1185.3244,678.87,828.603,620.4157,686.2143,671.3759,244.0597,400.0878,629.2588,454.0457,350.4766,358.1206
A002 - 20170123_185046.jpg,250.055,229.2213,515.3478,322.1487,1074.411,648.8934,1146.3548,738.8232,575.3009,449.5492,1162.8419,767.3009,791.1323,693.8583,624.7623,729.8302,190.1019,416.5749,599.2822,500.5094,314.5047,376.1066
A002 - 20170124_112325.jpg,197.596,230.7201,506.3548,320.6499,1060.9215,612.9215,1132.8653,690.8607,561.8115,445.0527,1150.8513,723.8349,792.6311,668.3782,641.2494,723.8349,187.1042,431.5632,587.2916,487.0199,304.0129,392.5937
A002 - 20170124_112549.jpg,229.0714,230.7201,537.8302,340.1347,1072.9122,663.8817,1138.8607,747.8162,584.2939,469.034,1155.3478,777.7927,797.1276,704.3501,641.2494,738.8232,202.0925,430.0644,603.7787,515.4977,327.9941,400.0878
A002 - 20170124_112956.jpg,185.6054,169.2681,476.3782,271.1885,1030.945,582.945,1104.3876,672.8747,537.8302,398.589,1120.8747,695.3571,756.6593,633.9052,596.2845,678.87,160.1253,367.1136,555.8162,443.5539,274.0363,329.6429
A002 - 20170124_113217.jpg,199.0948,224.7248,510.8513,316.1534,1078.9075,608.4251,1156.8466,693.8583,567.8068,442.055,1176.3314,720.8372,792.6311,672.8747,639.7506,729.8302,181.1089,428.5656,588.7904,493.0152,299.5164,388.0972
A002 - 20170124_113425.jpg,200.5937,214.233,504.856,305.6616,1077.4087,602.4297,1164.3407,686.3642,560.3126,427.0667,1177.8302,713.3431,794.13,660.8841,648.7436,714.8419,188.603,415.0761,585.7927,478.0269,302.5141,377.6054
A002 - 20170124_113715.jpg,236.5656,233.7178,528.8372,323.6475,1078.9075,615.9192,1156.8466,699.8536,579.7974,440.5562,1177.8302,728.3314,807.6194,675.8724,656.2377,725.3337,217.0808,424.0691,597.7834,478.0269,326.4953,385.0995
A002 - 20170124_113931.jpg,245.5585,208.2377,540.8279,305.6616,1063.9192,584.4438,1137.3618,662.3829,593.2869,418.0738,1161.3431,693.8583,815.1136,641.3993,660.7342,684.8653,230.5703,403.0855,618.767,466.0363,339.9848,364.1159
A002 - 20170124_114136.jpg,269.5398,217.2307,569.3056,326.6452,1102.8888,644.397,1171.8349,732.8279,620.2658,451.048,1192.8185,770.2986,836.0972,692.3595,674.2237,732.8279,241.0621,424.0691,642.7482,503.507,357.9707,383.6007
A002 - 20170124_114356.jpg,281.5304,266.692,594.7857,373.1089,1149.3525,689.3618,1218.2986,785.2869,641.2494,487.0199,1237.7834,815.2635,879.5632,735.8255,720.6874,786.7857,263.5445,461.5398,665.2307,539.4789,384.9496,428.5656
A002 - 20170124_135854.jpg,233.5679,209.7365,536.3314,304.1628,1092.397,594.9356,1173.3337,678.87,597.7834,425.5679,1191.3197,704.3501,816.6124,653.3899,660.7342,701.3525,214.0831,404.5843,617.2681,470.5328,333.9895,364.1159
A002 - 20170124_140122.jpg,321.9988,248.7061,597.7834,347.6288,1120.8747,650.3923,1194.3173,725.3337,662.233,473.5304,1209.3056,750.8138,860.0785,695.3571,719.1885,738.8232,305.5117,437.5585,681.7178,512.5,419.4227,406.0831
A002 - 20170124_141228.jpg,289.0246,229.2213,584.2939,334.1393,1113.3806,638.4016,1189.8208,728.3314,650.2424,463.0386,1206.308,758.308,852.5843,696.856,692.2096,732.8279,263.5445,421.0714,668.2283,511.0012,380.4532,386.5984
A002 - 20170124_141504.jpg,200.5937,239.7131,497.3618,323.6475,1057.9239,599.4321,1140.3595,684.8653,569.3056,448.0504,1155.3478,710.3454,792.6311,669.877,641.2494,711.8443,190.1019,436.0597,590.2892,493.0152,308.5094,394.0925
A002 - 20170124_141938.jpg,274.0363,271.1885,567.8068,383.6007,1083.404,678.87,1144.856,761.3056,600.781,494.5141,1164.3407,788.2845,815.1136,719.3384,669.7272,765.8021,251.5539,458.5422,624.7623,543.9754,360.9684,428.5656
A002 - 20170124_151139.jpg,238.0644,170.767,555.8162,295.1698,1095.3946,644.397,1162.8419,734.3267,593.2869,418.0738,1182.3267,762.8044,803.123,677.3712,638.2518,711.8443,211.0855,367.1136,617.2681,473.5304,333.9895,349.1276
A002 - 20170126_092100.jpg,289.0246,203.7412,581.2963,301.1651,1117.877,585.9426,1191.3197,660.8841,635.2541,419.5726,1210.8044,684.8653,858.5796,641.3993,711.6944,690.8607,271.0386,404.5843,656.2377,467.5351,387.9473,362.6171
A002 - 20170126_092642.jpg,269.5398,229.2213,575.3009,350.6265,1087.9005,675.8724,1153.8489,753.8115,605.2775,472.0316,1168.8372,782.2892,810.6171,707.3478,662.233,753.8115,241.0621,422.5703,626.2611,515.4977,362.4672,398.589
A002 - 20170126_093209.jpg,313.0059,271.1885,606.7763,379.1042,1116.3782,654.8888,1195.8162,732.8279,645.7459,493.0152,1216.7998,761.3056,861.5773,705.8489,714.692,740.322,299.5164,452.5468,669.7272,536.4813,405.9333,413.5773
A002 - 20170126_093701.jpg,342.9824,215.7319,639.7506,322.1487,1138.8607,612.9215,1210.8044,683.3665,678.7201,431.5632,1225.7927,710.3454,878.0644,656.3876,732.678,695.3571,324.9965,406.0831,692.2096,473.5304,435.9098,362.6171
A002 - 20170126_094147.jpg,217.0808,218.7295,531.8349,301.1651,1099.8911,573.952,1180.8279,645.8958,596.2845,424.0691,1198.8138,669.877,831.6007,639.9005,683.2166,696.856,211.0855,415.0761,626.2611,472.0316,330.9918,380.603
A002 - 20170126_094630.jpg,230.5703,284.678,522.8419,352.1253,1056.4251,576.9496,1132.8653,647.3946,576.7998,455.5445,1155.3478,675.8724,818.1112,654.8888,687.7131,708.8466,236.5656,466.0363,599.2822,491.5164,344.4813,422.5703
A002 - 20170126_095052.jpg,269.5398,140.7904,578.2986,253.2026,1101.3899,531.9848,1180.8279,609.9239,624.7623,370.1112,1195.8162,636.9028,836.0972,594.9356,692.2096,638.4016,247.0574,343.1323,653.24,419.5726,366.9637,310.1581
A002 - 20170126_095559.jpg,244.0597,256.2002,534.8326,322.1487,1089.3993,554.4672,1170.3361,627.9098,597.7834,431.5632,1191.3197,659.3852,833.0995,638.4016,695.2073,698.3548,247.0574,445.0527,626.2611,476.5281,350.4766,395.5913
A002 - 20170126_100026.jpg,241.0621,335.6382,552.8185,395.5913,1102.8888,629.4087,1183.8255,698.3548,615.7693,511.0012,1207.8068,726.8326,848.0878,707.3478,707.1979,770.2986,245.5585,531.9848,641.2494,554.4672,363.966,478.0269
A002 - 20170126_100352.jpg,235.0667,283.1792,531.8349,314.6546,1098.3923,485.5211,1191.3197,549.9707,597.7834,416.5749,1218.2986,575.4508,857.0808,591.9379,722.1862,663.8817,250.055,458.5422,626.2611,457.0433,348.9778,407.582
A002 - 20170126_153838.jpg,319.0012,229.2213,612.7717,334.1393,1122.3735,621.9145,1188.322,692.3595,663.7319,449.5492,1200.3126,719.3384,860.0785,665.3806,722.1862,704.3501,298.0176,413.5773,675.7225,490.0176,408.9309,380.603
A002 - 20170126_154348.jpg,345.9801,212.7342,621.7646,340.1347,1101.3899,672.8747,1165.8396,756.8091,654.7389,452.5468,1180.8279,785.2869,840.5937,693.8583,705.6991,725.3337,308.5094,394.0925,677.2213,497.5117,417.9239,364.1159
A002 - 20170126_154644.jpg,268.041,227.7225,564.8091,350.6265,1062.4204,666.8794,1123.8724,746.3173,593.2869,463.0386,1146.3548,776.2939,794.13,699.8536,654.7389,729.8302,241.0621,416.5749,612.7717,506.5047,353.4742,394.0925
A002 - 20170126_155146.jpg,218.5796,227.7225,516.8466,292.1721,1060.9215,503.507,1144.856,572.4532,575.3009,404.5843,1173.3337,600.9309,815.1136,591.9379,681.7178,651.8911,218.5796,416.5749,603.7787,443.5539,329.493,367.1136
A002 - 20170126_155442.jpg,238.0644,164.7717,503.3571,290.6733,966.4953,614.4204,1021.952,690.8607,531.8349,401.5867,1038.4391,722.3361,720.6874,633.9052,579.7974,659.3852,202.0925,344.6311,551.3197,440.5562,313.0059,317.6522
A002 - 20170126_155733.jpg,262.0457,257.6991,563.3103,359.6194,1110.3829,644.397,1182.3267,716.3407,627.76,482.5234,1204.8091,744.8185,836.0972,692.3595,689.2119,741.8208,244.0597,458.5422,654.7389,531.9848,353.4742,418.0738
A002 - 20170126_160048.jpg,271.0386,262.1956,572.3033,374.6077,1096.8934,686.3642,1159.8443,759.8068,611.2728,490.0176,1179.329,792.781,825.6054,726.8326,678.7201,774.7951,247.0574,461.5398,632.2564,536.4813,353.4742,422.5703
A002 - 20170126_160353.jpg,260.5468,247.2073,543.8255,323.6475,1083.404,588.9403,1164.3407,656.3876,591.7881,436.0597,1182.3267,684.8653,822.6077,644.397,681.7178,696.856,245.5585,431.5632,618.767,476.5281,348.9778,394.0925
A002 - 20170126_160638.jpg,296.5187,260.6967,567.8068,386.5984,1071.4133,719.3384,1132.8653,797.2775,606.7763,509.5023,1146.3548,830.2518,804.6218,750.8138,657.7365,774.7951,257.5492,461.5398,627.76,551.4696,374.4578,427.0667
A002 - 20170126_160918.jpg,176.6124,307.1604,428.4157,347.6288,909.5398,506.5047,1003.966,560.4625,489.8677,443.5539,1032.4438,591.9379,701.2026,593.4368,576.7998,647.3946,185.6054,470.5328,513.8489,478.0269,275.5351,430.0644
A002 - 20170126_161317.jpg,335.4883,322.1487,623.2635,421.0714,1167.3384,699.8536,1236.2845,771.7974,677.2213,534.9824,1248.2752,801.774,897.5492,753.8115,753.6616,800.2752,317.5023,511.0012,695.2073,578.4485,417.9239,473.5304
A002 - 20170126_161613.jpg,268.041,272.6874,566.308,347.6288,1117.877,582.945,1201.8115,651.8911,632.2564,466.0363,1216.7998,672.8747,863.0761,662.3829,716.1909,719.3384,263.5445,472.0316,657.7365,502.0082,374.4578,422.5703
A002 - 20170126_162045.jpg,317.5023,268.1909,599.2822,361.1183,1113.3806,651.8911,1177.8302,735.8255,650.2424,469.034,1194.3173,767.3009,851.0855,693.8583,714.692,731.329,287.5258,437.5585,666.7295,515.4977,398.4391,410.5796
A002 - 20170126_162326.jpg,254.5515,295.1698,513.8489,347.6288,1038.4391,539.4789,1110.3829,603.9286,572.3033,449.5492,1131.3665,629.4087,809.1183,629.4087,668.2283,686.3642,233.5679,475.0293,602.2799,487.0199,329.493,427.0667
A002 - 20170126_162639.jpg,230.5703,278.6827,449.3993,322.1487,927.5258,524.4906,1011.4602,587.4415,513.8489,431.5632,1032.4438,615.9192,710.1956,597.9333,579.7974,645.8958,182.6077,440.5562,528.8372,464.5375,281.5304,401.5867
A002 - 20170126_162936.jpg,268.041,196.2471,551.3197,301.1651,1071.4133,605.4274,1140.3595,684.8653,606.7763,416.5749,1152.3501,714.8419,813.6148,647.3946,660.7342,690.8607,241.0621,386.5984,624.7623,464.5375,353.4742,352.1253
A002 - 20170126_163239.jpg,169.1183,323.6475,449.3993,406.0831,975.4883,671.3759,1053.4274,749.315,501.8583,518.4953,1075.9098,779.2916,728.1815,732.8279,578.2986,774.7951,155.6288,508.0035,527.3384,564.959,266.5422,475.0293
